HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,common_name,female_maturity_days,male_maturity_days,gestation_days,weaning_days,litter_size,litters_per_year,interbirth_interval,birth_weight_g,weaning_weight_g,adult_weight_g,growth_rate,max_longevity_yrs,source,specimen_origin,sample_size,data_quality,imr,mrdt,metabolic_rate_w,body_mass_g,temperature_k,references,log10_longevity,log10_adult_weight
1671,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,demersus,Jackass penguin,727.0,,,,,,,,,3135.0,,27.3,969,wild,large,acceptable,,,,,,"820,969,993,1308",1.436162647040756,3.496237545166735
1672,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,humboldti,Humboldt penguin,1096.0,1096.0,,,,,,,,4379.0,,,,unknown,medium,low,,,,,,"820,968,993,1308",,3.6413749451921253
1673,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Magellanic penguin,1040.0,1040.0,40.0,,1.0,,,,,4000.0,0.069,30.0,587,wild,medium,acceptable,,,,,,"448,587,588,732",1.4771212547196624,3.6020599913279625
1674,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,mendiculus,Galapagos penguin,,,,,,,,,,1932.5,,17.7,1426,wild,large,acceptable,,,,,,"820,1426",1.2479732663618066,3.2861195025903625
1675,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,acadicus,Northern saw-whet owl,365.0,365.0,27.0,,5.5,1.0,,7.5,,117.9,,17.5,,unknown,medium,acceptable,,,0.654,124.0,,"444,445,510",1.2430380486862944,2.071513805095089
1676,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,funereus,Boreal owl,365.0,365.0,27.0,,5.0,1.0,,9.0,,120.0,,15.9,,unknown,medium,acceptable,,,,,,"444,445,729,1143",1.2013971243204515,2.0791812460476247
1677,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,flammeus,Short-eared owl,365.0,365.0,25.0,,6.0,1.5,,16.0,,406.0,0.098,21.8,,unknown,medium,acceptable,,,,,,"437,444,445,729,732",1.3384564936046048,2.6085260335771943
1678,Animalia,Chordata,Aves,Strigiformes,Strigidae,Asio,otus,Long-eared owl,365.0,365.0,27.0,,4.5,1.0,,17.4,,249.7,0.225,27.8,579,wild,small,acceptable,,,0.954,252.0,,"435,444,445,579,729,732",1.4440447959180762,2.397418542351348
1679,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,cunicularia,Burrowing owl,365.0,365.0,28.0,,8.0,1.5,,8.9,,150.0,,11.0,427,wild,medium,acceptable,,,,,,"427,437,444,445",1.0413926851582251,2.1760912590556813
1680,Animalia,Chordata,Aves,Strigiformes,Strigidae,Athene,noctua,Little owl,365.0,365.0,,,,,,,,169.0,,11.1,450,wild,medium,acceptable,,,,,,"450,729,820",1.0453229787866574,2.2278867046136734
1681,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,bubo,Eurasian eagle-owl,730.0,730.0,,,,,,,,2686.0,0.12,68.0,543,captivity,large,acceptable,,,,,,"543,729,732,820",1.8325089127062364,3.4291060083326967
1682,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,scandiacus,Snowy owl,730.0,730.0,32.0,,6.0,1.0,,45.0,,2042.5,0.148,28.0,445,captivity,small,acceptable,,,4.2244,2026.0,,"1,435,444,445,732,820",1.4471580313422192,3.310162065204453
1683,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,Great horned owl,730.0,730.0,27.0,,3.0,1.0,,34.7,,1191.2,0.138,29.0,427,wild,medium,acceptable,,,5.2442,1450.0,,"427,435,437,444,445,732,820,1148",1.462397997898956,3.0759846847441197
1684,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,passerinum,Eurasian pygmy-owl,365.0,365.0,,,,,,,,65.5,,6.0,450,wild,medium,acceptable,,,,,,"450,729,820,821",0.7781512503836436,1.816241299991783
1685,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,asio,Eastern screech-owl,365.0,365.0,29.0,,4.0,1.0,,11.0,,164.1,0.264,20.7,,unknown,medium,acceptable,,,0.586,166.0,,"435,437,444,445,732",1.3159703454569178,2.215108581053093
1686,Animalia,Chordata,Aves,Strigiformes,Strigidae,Megascops,kennicottii,Western screech-owl,365.0,365.0,30.0,,4.0,1.0,,14.05,,205.0,,19.0,445,captivity,small,acceptable,,,,,,"445,579",1.2787536009528289,2.311753861055754
1687,Animalia,Chordata,Aves,Strigiformes,Strigidae,Micrathene,whitneyi,Elf owl,365.0,,24.0,,2.0,1.0,,,,41.0,,14.0,445,captivity,small,acceptable,,,0.259435,45.9,,"425,444,445,820",1.146128035678238,1.6127838567197355
1688,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,connivens,Barking owl,,,,,,,,,,568.5,,,,unknown,small,low,,,,,,"1305,1308",,2.7547304690237535
1689,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,novaeseelandiae,Morepork,,,,,,,,,,195.0,,15.9,1305,wild,small,acceptable,,,,,,"1305,1308",1.2013971243204515,2.290034611362518
1690,Animalia,Chordata,Aves,Strigiformes,Strigidae,Ninox,strenua,Powerful owl,,,,,,,,,,1324.93,,6.1,1305,wild,small,questionable,,,,,,"1305,1308",0.785329835010767,3.12219293380732
1691,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,flammeolus,Flammulated owl,365.0,365.0,22.0,,3.0,1.0,,7.5,,55.5,,8.1,1,wild,medium,acceptable,,,,,,"1,444,445,972",0.9084850188786497,1.7442929831226763
1692,Animalia,Chordata,Aves,Strigiformes,Strigidae,Otus,scops,"Common scops-owl, or Eurasian scops-owl",365.0,365.0,,,,,,,,92.0,,6.9,0450,wild,medium,acceptable,,,,,,"450,729,820",0.8388490907372553,1.9637878273455553
1693,Animalia,Chordata,Aves,Strigiformes,Strigidae,Pulsatrix,perspicillata,Spectacled owl,,,36.0,,2.0,,,,,770.0,,25.0,448,captivity,medium,acceptable,,,,,,448,1.3979400086720377,2.886490725172482
1694,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,aluco,Tawny owl,365.0,365.0,,,,,,,,520.0,,22.4,450,wild,medium,acceptable,,,,,,"450,729,1143",1.3502480183341627,2.716003343634799
1695,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,nebulosa,Great grey owl,365.0,365.0,30.0,,2.0,1.0,,37.5,,1120.0,,16.1,0450,wild,medium,acceptable,,,,,,"444,445,450,729,972",1.2068258760318498,3.0492180226701815
1696,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,occidentalis,Spotted owl,365.0,365.0,30.0,,2.0,,,,,588.7,,25.0,1,captivity,small,acceptable,,,2.675,571.0,,"1,435,437,444,445,820",1.3979400086720377,2.769894035812169
1697,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,uralensis,Ural owl,365.0,365.0,,,,,,,,784.5,0.106,23.8,450,wild,medium,acceptable,,,,,,"450,729,732,820",1.376576957056512,2.8945929479229555
1698,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,varia,Barred owl,730.0,730.0,28.0,,2.0,1.0,,46.0,,715.0,,34.0,1374,wild,medium,acceptable,,,,,,"427,444,445,1374",1.5314789170422551,2.8543060418010806
1699,Animalia,Chordata,Aves,Strigiformes,Strigidae,Surnia,ulula,Northern hawk-owl,363.0,,27.0,,7.0,1.0,,18.0,,320.0,,16.2,450,wild,medium,acceptable,,,,,,"445,450,1308",1.209515014542631,2.505149978319906
1700,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,alba,Barn owl,365.0,365.0,33.0,,6.0,2.0,,15.0,,580.0,0.17,34.0,445,wild,medium,acceptable,,,,,,"444,445,729,732,1345",1.5314789170422551,2.7634279935629373
1701,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,javanica,Eastern barn owl,,,,,,,,,,,,,,unknown,small,low,,,,,,1305,,
1702,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,tenebricosa,Greater sooty owl,,,,,,,,,,550.0,,,,unknown,tiny,low,,,,,,"1305,1308",,2.7403626894942437
1703,Animalia,Chordata,Aves,Struthioniformes,Struthionidae,Struthio,camelus,Ostrich,1000.0,,,,,,,,,111000.0,,50.0,1,captivity,large,acceptable,,,69.6339,100000.0,,"1,435,820,1308",1.6989700043360187,5.045322978786658
1704,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga,730.0,730.0,28.0,,4.0,,,,,1080.0,,16.4,1,captivity,tiny,acceptable,,,3.2258,1040.0,,"1,425,445",1.2148438480476977,3.03342375548695
1705,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,melanogaster,Darter,,,,,,,,,,1486.6,,16.0,1,captivity,small,acceptable,,,,,,"1,820",1.2041199826559248,3.1721941284669306
1706,Animalia,Chordata,Aves,Suliformes,Anhingidae,Anhinga,novaehollandiae,Australasian darter,,,,,,,,,,1518.0,,22.3,1305,wild,small,acceptable,,,,,,"1305,1308",1.3483048630481607,3.1812717715594614
1707,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,andrewsi,Christmas Island frigatebird,2192.0,2192.0,,,,,,,,1550.0,,25.6,972,wild,medium,acceptable,,,,,,"972,1308",1.4082399653118496,3.1903316981702914
1708,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,ariel,Lesser frigatebird,,,,,,,,,,806.0,0.04,27.6,427,wild,medium,acceptable,,,,,,"427,732,820",1.4409090820652177,2.906335041805091
1709,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,magnificens,Magnificent frigatebird,1826.0,1826.0,56.0,,1.0,1.0,,,,1078.0,0.042,34.0,,unknown,medium,acceptable,,,,,,"444,445,732",1.5314789170422551,3.03261876085072
1710,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,minor,Great frigatebird,1826.0,1826.0,56.0,,1.0,1.0,,,,1400.0,0.05,43.0,427,wild,medium,acceptable,,,,,,"427,445,732",1.6334684555795864,3.146128035678238
1711,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Microcarbo,melanoleucos,Little pied cormorant,,,,,,,,,,750.0,,13.1,1305,wild,medium,acceptable,,,,,,"1305,1308",1.1172712956557642,2.8750612633917
1712,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,aristotelis,European shag,1095.0,1095.0,,,,,,,,1773.0,0.171,30.6,450,wild,medium,acceptable,,,,,,"450,729,732,820,1143",1.4857214264815801,3.2487087356009177
1713,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,auritus,Double-crested cormorant,730.0,730.0,24.0,,4.0,1.0,,31.15,,1817.0,0.171,22.5,427,wild,large,acceptable,,,5.6096,1330.0,,"427,435,444,445,732,818,820",1.3521825181113625,3.2593549273080344
1714,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,Neotropic cormorant,365.0,365.0,26.0,,3.5,,,,,1550.0,,12.6,576,wild,small,acceptable,,,,,,"444,445,576",1.100370545117563,3.1903316981702914
1715,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Great cormorant,1460.0,1460.0,30.0,,4.0,1.0,,48.5,,3628.8,0.115,32.1,0450,wild,large,acceptable,,,,,,"444,445,450,732,1143",1.506505032404872,3.559763032876794
1716,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,fuscescens,Black-faced cormorant,,,,,,,,,,1420.0,,41.6,1305,wild,large,acceptable,,,,,,"1305,1308",1.6190933306267428,3.1522883443830563
1717,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,Pelagic cormorant,730.0,730.0,22.0,,4.0,,,35.0,,2041.2,,17.8,576,wild,small,acceptable,,,,,,"444,445,576",1.250420002308894,3.3098855596601937
1718,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,penicillatus,Brandt's cormorant,730.0,730.0,30.0,,3.0,1.0,,33.0,,2426.0,,18.0,576,wild,medium,acceptable,,,,,,"444,445,576",1.255272505103306,3.3848907965305544
1719,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,sulcirostris,Little black cormorant,,,,,,,,,,1000.0,,,,unknown,small,low,,,,,,"1305,1308",,3.0
1720,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,varius,Australian pied cormorant,,,,,,,,,,1715.0,,46.4,1305,wild,large,acceptable,,,,,,"1305,1308",1.6665179805548809,3.2342641243787895
1721,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Northern gannet,730.0,1095.0,43.0,,1.0,1.0,,80.0,,2950.0,0.102,37.4,450,wild,medium,acceptable,,,,,,"444,445,450,729,732",1.57287160220048,3.469822015978163
1722,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,serrator,Australasian gannet,,,,,,,,,,2350.0,,33.0,1,wild,medium,acceptable,,,,,,"1,820",1.5185139398778875,3.3710678622717363
1723,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,dactylatra,Masked booby,1461.0,1461.0,43.0,,1.5,,,52.2,,1739.2,0.081,25.5,427,wild,large,acceptable,,,5.5209,1289.0,,"427,444,445,510,732,820",1.4065401804339552,3.2403495267422193
1724,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,granti,Nazca booby,1461.0,1461.0,,,,,,,,1754.0,,21.0,320,wild,medium,acceptable,,,,,,"320,820,1143,1308",1.3222192947339193,3.244029589030022
1725,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,leucogaster,Brown booby,1278.0,1278.0,41.0,,2.0,1.0,,,,1134.0,0.113,28.5,1305,wild,medium,acceptable,,,,,,"427,444,445,732,1305",1.4548448600085102,3.0546130545568877
1726,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,nebouxii,Blue-footed booby,1090.0,,41.0,,2.0,,,,,1530.0,,18.0,444,wild,medium,acceptable,,,,,,"444,1143,1308",1.255272505103306,3.184691430817599
1727,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,sula,Red-footed booby,730.0,730.0,44.0,,1.0,1.0,,40.0,,1017.0,0.064,23.0,1,wild,medium,acceptable,,,,,,"1,444,445,732",1.3617278360175928,3.0073209529227447
1728,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Tinamus,solitarius,Solitary tinamou,,,,,,,,,,1390.5,,15.0,1,captivity,tiny,acceptable,,,,,,"1,820",1.1760912590556813,3.143170993200178
1730,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Caspiomyzon,wagneri,Volga lamprey,,,,,,,,,,113.3,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,2.0542299098633974
1731,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Entosphenus,tridentatus,Pacific lamprey,,,,,,,,,,275.0,,9.0,1,wild,medium,acceptable,,,,,,"1,454",0.9542425094393249,2.439332693830263
1732,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,danfordi,Carpathian lamprey,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
1733,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Eudontomyzon,mariae,Ukrainian brook lamprey,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
1734,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,castaneus,Chestnut lamprey,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
1735,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,greeleyi,Mountain brook lamprey,,,,,,,,,,,,6.0,440,unknown,medium,acceptable,,,,,,440,0.7781512503836436,
1736,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Ichthyomyzon,unicuspis,Silver lamprey,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
1737,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,aepyptera,Least brook lamprey,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
1738,Animalia,Chordata,Cephalaspidomorphi,Petromyzontiformes,Petromyzontidae,Lampetra,fluviatilis,European river lamprey,2250.0,2250.0,,,,,,,,82.5,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,1.916453948549925
